"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"
631	633	1438	2012	1012	13	1147	108	240	235	178	473	502	602	551	918	1879	19	384	68	509	188	1065	365	974	13	1151	394	650	28	20
7	72	20	4	4	1	29	22	7	6	27	5	3	8	1	27	55	0	1	1	2	11	5	10	23	8	15	2	27	15	2
20	72	87	135	23	2	34	82	14	76	34	60	74	43	89	250	496	122	16	14	90	205	97	103	32	26	29	96	35	231	5
353	13	451	2202	83	1017	345	168	656	390	881	3329	966	209	456	1882	522	2968	85	119	21	31	840	207	420	181	2086	738	257	684	265
1348	381	65	75	293	823	904	1265	350	375	199	940	62	181	1414	910	281	1018	1083	514	182	532	165	143	572	941	585	101	158	2267	935
300	129	339	235	975	3	732	300	153	543	81	126	72	706	12	155	317	478	49	73	119	530	288	161	191	158	96	59	84	165	17
64	28	9	224	112	26	305	119	31	87	397	66	55	1	267	78	30	202	326	28	36	30	14	68	415	85	30	47	68	471	3
2971	2359	1935	1787	2538	375	941	167	91	1310	268	1059	210	3224	199	172	2669	3948	1051	1866	634	586	951	130	198	4469	672	514	364	2139	3795
45	205	94	247	460	227	378	3	17	413	250	1449	276	538	1061	981	218	1155	75	214	413	280	707	357	165	1047	861	659	1608	128	897
73	764	763	71	10	360	571	54	175	97	48	684	1238	250	136	509	1289	146	552	46	167	583	90	100	370	99	691	115	75	411	351
22	4	39	114	34	0	45	10	10	42	47	16	57	12	34	104	41	0	14	47	5	94	13	7	29	36	82	5	34	39	75
1499	961	4965	13387	4141	463	3149	1228	13	495	641	8346	824	2048	652	5777	12393	1473	2307	853	846	2124	976	2176	8486	3110	442	426	447	291	343
3	11	3	0	7	1	19	3	0	0	6	2	11	13	1	10	3	5	0	4	1	5	1	11	3	8	33	28	7	68	2
615	7042	119	2453	3292	117	483	1347	1626	40	2143	201	189	494	32	1302	2474	299	1085	900	2	1684	124	382	3775	264	1673	48	420	305	512
1223	961	3041	705	4452	9	6249	1060	707	2521	12780	2246	215	124	162	2386	3204	1220	3143	1225	412	3843	1861	129	5259	4317	3727	941	1161	492	1919
15	416	46	108	266	72	87	41	19	3	116	81	101	103	70	107	206	71	129	125	28	0	9	38	183	25	591	59	2	426	1
16	395	41	149	4	107	86	136	5	147	509	622	77	134	43	127	301	66	109	283	66	5	65	939	35	535	614	144	203	15	96
1978	8555	10984	4221	3323	4485	2311	5092	1359	1509	29332	11550	3276	25854	7172	9857	6495	665	9203	29	5819	23570	4830	5474	3146	8709	12448	2948	1887	7855	9610
146	178	779	509	542	38	254	30	32	54	130	188	25	171	248	358	175	65	36	253	72	267	85	207	61	40	785	24	43	109	40
115	273	1038	392	155	145	265	96	140	106	602	59	1291	77	621	25	73	9	3	47	432	66	111	246	371	142	975	227	365	207	100
21	9	83	12	7	30	47	10	6	3	24	57	17	60	81	7	176	32	9	14	22	0	7	35	71	7	84	48	0	42	3
5	81	118	12	480	83	74	566	13	148	118	13	19	1050	127	22	67	223	15	233	34	36	126	7	316	98	1188	149	5	11	27
607	3	8591	969	872	813	888	24	1243	2407	1438	615	57	913	1441	696	2267	312	408	1103	368	724	392	589	4777	386	1034	625	340	376	462
54	17	141	156	110	46	50	612	13	74	64	76	15	317	285	87	849	30	42	10	65	56	600	132	464	345	57	377	283	25	217
266	522	123	418	279	1199	2677	414	435	341	1815	156	345	336	233	50	1338	112	278	1403	1419	203	2040	525	2942	269	849	607	466	2428	188
318	478	441	2647	1470	267	97	141	19	77	3827	337	1422	190	545	2736	1589	371	149	1	85	2331	1322	643	85	774	17	895	228	1775	375
19	38	145	57	176	508	47	183	7	231	24	390	212	16	154	166	146	122	89	104	425	140	124	31	210	92	280	99	607	43	235
11	148	74	107	153	3	32	43	8	149	49	2	203	180	8	367	193	46	104	91	100	34	69	11	26	365	18	35	20	81	43
251	772	357	973	189	32	498	373	486	517	65	17	906	81	585	506	7	719	235	20	79	344	118	633	1949	1499	630	256	197	204	90
139	1798	4112	3243	833	537	768	541	711	488	1586	4207	352	2278	49	6976	757	88	932	482	1559	1850	2914	6757	178	277	1887	259	594	6514	210
473	2137	102	1854	1376	100	7718	708	2267	914	848	474	356	2828	1337	984	400	960	129	70	1111	120	579	1127	1130	1	2062	326	960	1598	656
0	8	39	1	26	2	14	7	18	3	1	0	37	7	1	82	41	41	52	7	0	34	4	1	2	20	1	25	1	2	4
779	487	4546	89	6260	67	1642	5684	1890	16020	3298	2034	7918	4417	4329	14604	2213	4430	2598	1769	4334	405	984	2845	16315	8114	396	324	2702	14092	2118
74	625	15	36	157	366	374	34	8	121	81	78	27	144	41	152	113	74	146	48	474	36	64	45	34	63	72	131	10	24	161
425	238	2559	2217	89	279	2484	356	82	846	439	863	970	1248	1210	1569	11100	518	759	126	684	97	163	492	1969	248	493	315	1008	5186	240
11	336	32	105	56	82	16	123	172	487	70	76	23	214	146	16	576	124	74	93	61	359	168	24	45	12	144	76	97	123	19
3	648	37	132	1367	37	9	121	18	37	408	31	109	45	12	6	261	29	85	103	18	33	35	103	114	8	16	16	0	97	52
4	594	132	162	59	30	16	27	38	233	15	131	56	114	7	226	305	65	43	20	38	16	49	12	55	156	92	98	37	8	258
2532	3853	2476	1698	8625	221	1072	1065	649	3040	10211	1375	1204	1050	1208	1061	350	188	722	450	870	3988	3629	702	3857	2800	358	998	8456	6741	1030
1	3	1	0	5	6	2	1	3	27	1	3	2	17	7	3	30	18	16	1	2	14	0	0	3	2	34	42	3	0	12
58	257	136	113	18	98	142	1	33	90	25	27	192	415	4	49	1410	1	65	289	63	136	142	16	501	152	272	192	92	125	166
918	4272	3493	2280	3891	93	7091	895	338	1911	3226	2312	194	621	2832	3096	13198	7213	1669	1283	2342	154	2505	1774	491	1605	2019	2910	7282	1817	4695
130	536	1269	3678	3769	1400	2809	1946	671	4613	2282	592	5540	3981	918	5614	31357	1219	3078	261	3268	14	26233	1989	4596	16812	8549	10196	2251	10431	3765
54	5563	106	684	106	45	3083	1918	806	803	580	32493	2272	4132	3288	270	1328	871	2749	4743	2418	6267	243	270	898	2406	382	5588	4131	587	4856
84	744	107	24	20	196	96	102	210	603	172	242	221	222	116	11	1022	473	153	300	27	441	126	16	199	27	189	32	248	383	85
248	124	1353	4428	326	432	148	14	112	857	94	481	477	416	134	498	124	9	484	360	2103	691	1105	965	1101	40	12	178	704	247	1989
9	89	18	2	23	0	5	13	0	11	0	11	21	4	2	19	2	9	0	8	8	4	8	11	2	11	2	2	14	1	1
1178	1105	266	3444	4407	1519	1948	749	3316	2479	1288	918	1447	1136	184	5886	1400	299	1360	565	198	982	521	770	830	4356	9088	2220	464	1816	4817
8	0	11	10	2	4	3	19	9	0	1	64	0	6	2	12	19	40	3	1	16	18	17	0	52	12	2	5	1	30	6
2	70	16	19	18	1	0	42	9	2	17	58	14	3	1	17	47	20	45	12	35	26	15	4	6	78	25	8	1	13	0
695	1529	3888	3660	2235	547	4220	521	2282	9090	4701	3938	230	170	1190	711	1359	2457	1228	443	826	569	1199	325	1993	7712	5296	224	352	176	2373
2322	528	1616	1705	2205	640	2990	146	1299	6419	1871	2930	71	231	61	2126	5668	1531	231	5979	522	4268	2418	541	122	1105	108	2723	88	1529	2617
819	5594	694	3375	385	293	339	373	388	1748	471	34	209	1568	66	144	41	549	322	117	536	429	310	422	1721	1104	64	377	238	786	263
24	9	9	11	0	20	7	5	17	13	4	5	21	2	9	0	42	48	3	0	10	10	6	4	27	11	120	16	22	31	16
87	1946	1039	1665	274	151	771	246	660	291	230	179	1269	2786	158	1096	272	74	565	667	78	259	1831	919	888	363	1106	1092	151	37	1392
873	10003	7603	888	3094	1366	4241	1596	1099	3409	832	3473	995	226	469	7715	1021	5791	2293	1633	48	4343	1508	630	867	1056	290	5024	2752	5178	246
918	387	1335	621	138	718	869	65	196	354	627	1323	253	1332	155	126	2533	347	319	703	209	136	169	838	807	114	2506	1182	825	2204	182
227	912	502	159	44	1062	88	41	232	103	1323	598	69	130	226	153	937	327	439	672	45	1033	228	194	36	324	401	165	18	385	8
19	589	440	348	319	8	46	186	142	1114	441	286	465	182	580	69	2081	41	142	120	83	235	3	46	252	247	75	170	86	443	223
16	1	0	3	20	7	17	1	8	16	3	35	22	8	39	14	21	18	9	21	0	4	9	20	27	2	26	10	17	15	5
129	36	547	54	20	237	79	295	43	299	64	121	14	27	12	358	199	159	44	49	103	154	210	153	60	83	1314	55	105	231	89
2401	532	105	3885	1132	1027	3935	2651	1887	415	690	2758	150	764	743	2370	416	1816	615	117	486	826	4747	3469	131	1898	1346	2344	1556	744	135
2	10	30	146	12	29	110	0	49	22	2	44	62	56	4	88	7	9	66	62	37	1	33	0	3	35	22	14	29	54	9
70	218	1008	425	217	334	758	28	258	586	828	492	98	1077	276	2565	698	210	684	167	151	372	1297	2825	21	2	1154	684	55	2072	1272
5	59	24	35	0	1	330	5	142	45	239	49	43	117	7	74	121	13	35	25	0	10	34	6	1	37	84	30	103	88	16
38	847	436	559	343	216	64	5	154	29	101	157	349	153	93	225	1062	834	64	163	706	104	180	225	47	456	48	284	315	211	28
7	55	101	2	81	12	0	13	17	29	60	14	115	53	62	157	88	147	10	43	17	65	121	6	7	86	152	4	8	63	37
278	3527	455	1115	10430	150	4239	397	98	8217	11376	2792	1131	2782	1405	2139	1128	338	436	859	277	140	3353	185	432	6264	5553	2159	5861	175	2445
147	650	7581	219	8311	106	5881	1549	2038	3028	367	1512	585	1141	1069	1734	8481	646	1727	3268	1337	5904	3217	1064	129	2788	280	1715	2990	2050	3451
3	83	117	25	241	10	38	60	6	253	155	22	6	34	14	131	127	73	44	27	18	37	22	73	105	269	290	2	138	2	0
37	28	35	11	7	5	56	2	2	8	47	40	6	0	13	4	18	12	21	23	0	0	3	2	75	4	3	2	10	50	1
768	268	3633	359	291	282	326	366	452	1111	760	247	1503	529	29	1331	592	4	81	799	904	149	76	186	1264	791	608	1682	329	32	345
915	571	4869	4149	7312	485	3150	2421	490	10267	10279	1839	2224	2158	1038	5320	3644	691	1213	5375	1648	1167	8966	5690	8230	2093	2786	1462	1505	5134	579
56	40	3	72	22	22	169	10	29	23	24	7	95	50	56	21	36	5	70	120	93	24	19	2	60	9	129	41	13	28	59
870	3288	3888	179	1808	413	1736	2791	63	1436	1662	232	2721	1910	149	1283	6940	144	284	112	235	468	735	79	874	1133	273	995	990	537	445
1364	9865	6126	4736	2208	627	8660	1126	1008	2913	8725	1518	1303	251	2495	6435	1719	10641	1895	1610	3602	4078	6783	3386	960	105	3677	152	2205	1130	393
95	2291	275	448	54	1221	561	280	510	52	999	28	162	600	288	1191	428	540	338	398	146	68	192	267	1569	839	364	84	53	169	989
734	28584	1035	24050	140	47	6087	9503	10569	1361	6065	9222	231	4681	2670	11103	1315	5459	15305	6949	2335	7488	10817	5230	3239	5383	523	5008	3564	8660	6399
29	21	101	17	15	43	158	2	19	39	1	2	13	0	12	12	5	0	1	2	1	9	2	7	0	7	1	5	13	6	2
526	1941	2220	304	302	208	5787	285	1117	1249	61	89	1075	1271	753	1754	2064	494	533	373	67	509	197	61	800	1300	3867	729	829	1047	631
24	186	52	223	392	32	171	246	21	61	290	2	41	121	48	288	671	238	181	0	66	31	212	14	257	318	302	66	30	9	4
34	43	50	1	98	66	46	24	22	12	245	110	0	80	14	333	274	54	61	160	2	26	45	84	10	86	108	84	68	90	16
409	1200	685	1805	102	154	108	933	948	43	321	1181	588	24	1186	181	6748	608	93	60	140	739	241	1584	30	703	461	590	625	1242	318
645	5620	769	981	2164	120	2541	527	796	1015	12	2020	3529	287	1233	2397	3215	441	2049	1279	928	150	90	187	1384	2626	9071	347	553	548	1854
732	4001	5680	2217	465	632	1140	191	1957	1236	1515	1718	2429	73	3678	893	3798	2877	1834	134	763	7828	550	1930	3227	1758	8161	434	234	3996	2571
114	635	85	180	116	122	29	3	32	69	559	140	257	230	20	86	754	4	84	14	96	112	398	245	79	346	830	196	163	218	208
140	650	338	377	300	24	391	97	88	919	376	407	66	535	320	1374	5703	61	149	271	347	500	155	62	106	172	1852	71	504	1148	25
20	143	3	88	25	4	7	50	10	28	15	23	14	0	38	234	6	10	51	15	26	69	10	184	3	5	57	49	56	12	9
8	29	333	98	42	6	190	182	114	54	110	40	18	64	9	80	214	15	8	49	49	42	0	47	80	56	243	14	19	38	43
1039	5176	481	6855	1366	120	387	260	370	989	1458	936	1091	156	1400	4471	2190	185	1021	225	10	716	3563	2155	930	561	136	304	711	661	155
0	17	15	2	1	29	1	20	6	2	1	2	2	1	15	3	19	5	13	8	8	3	4	8	0	22	0	15	12	25	2
146	467	1586	2709	639	90	2707	577	667	727	126	131	850	325	1184	2242	90	1046	271	12	132	50	1514	210	91	151	2494	271	93	8	702
17	2	11	25	2	39	12	2	7	95	21	11	63	12	19	10	14	52	31	3	1	64	15	7	2	19	201	3	21	76	29
113	464	8	118	1171	165	292	406	73	421	485	11	158	160	190	846	46	40	175	382	604	1535	141	25	87	126	168	63	42	583	93
841	588	16	155	495	102	76	1168	40	84	587	340	161	887	333	630	1002	169	35	275	79	352	223	210	287	158	625	106	578	1119	47
248	1078	82	660	717	100	743	97	158	114	3	878	784	658	12	2432	531	243	356	856	1002	342	87	1148	203	257	2653	384	289	967	356
33	88	45	225	50	20	143	13	23	376	446	950	148	109	754	398	826	20	567	58	56	25	181	54	22	218	550	86	238	332	77
5	7	0	1	21	1	2	4	10	18	8	1	2	2	41	13	12	43	6	3	0	25	14	45	0	0	49	35	5	9	42
4	86830	8908	5073	7075	5824	20074	3477	13453	47528	3665	28979	35764	1253	12841	18243	29898	2351	1826	9886	7852	23336	15777	34488	14070	81253	5399	142	14444	35326	12701
6	24	3	73	5	1	31	11	2	14	57	12	6	0	23	5	24	90	5	51	15	52	0	25	21	13	8	2	1	19	21
2	205	92	311	33	16	49	15	64	153	6	22	26	12	11	75	49	31	85	17	72	52	63	52	6	86	52	6	20	435	34
15	34	2	27	48	110	5	7	139	25	1	134	54	20	41	268	52	20	10	117	5	97	30	39	19	592	326	66	76	0	14
541	8623	38	2869	1569	3027	1296	8745	283	14883	2025	86	582	3727	31	3503	5914	2047	23	182	1664	410	1223	1349	1170	4348	8118	403	333	12251	433
330	298	1443	245	1897	180	725	809	28	345	177	127	304	1376	697	314	862	633	59	19	175	102	805	91	289	446	374	102	185	117	100
390	126	1111	63	1648	251	133	1046	118	566	177	357	1383	309	100	740	1216	127	163	145	3	93	513	40	50	254	1437	98	147	128	148
26	6	372	204	1	50	14	7	115	48	243	41	21	26	198	876	370	56	209	345	39	126	142	128	372	296	273	4	165	124	31
645	1485	3125	83	631	287	2727	1020	467	33	1048	632	1752	369	610	6023	1595	415	610	12	55	20	145	367	126	303	1210	1316	1231	4335	58
67	1488	2026	1588	653	113	663	1268	241	220	184	405	626	288	34	670	517	193	69	19	256	145	390	426	515	271	57	109	402	317	416
3095	2600	3287	6579	7640	135	4641	9408	266	85	1610	179	157	433	1726	5586	1126	1155	2658	315	411	456	1994	3023	1312	4591	6928	1736	1046	4570	5015
316	1024	743	286	557	309	1654	489	367	507	400	51	155	154	582	272	726	604	356	550	1591	48	166	324	101	379	1744	109	555	723	4
2	18	11	91	86	13	22	38	27	38	34	15	42	34	89	78	59	65	80	42	65	80	27	11	194	58	94	9	11	189	61
446	165	107	58	228	122	469	79	238	250	293	346	356	1394	62	299	769	554	136	719	202	843	79	180	431	994	483	202	162	96	285
8	10	98	0	76	127	2	83	8	80	11	33	2	30	36	120	115	107	12	39	19	7	10	5	14	227	93	13	59	10	13
289	374	378	353	893	266	908	1587	247	890	5	49	110	63	54	6121	4	1294	90	532	521	1071	208	273	754	231	2901	88	654	533	268
577	4531	3146	9941	3358	1284	5019	6182	1380	659	3762	18	6004	3279	780	13072	32153	2919	691	447	967	1512	7706	1008	947	2889	3491	1573	732	2086	2261
17	168	1641	360	638	1192	145	1215	46	15	89	422	917	595	1019	161	838	22	76	40	221	207	528	895	252	338	1268	78	202	162	117
63	26	120	70	1	3	40	2	13	14	91	81	50	7	33	147	59	129	110	29	10	31	72	205	53	54	51	4	134	57	59
8	42	29	5	14	0	0	5	4	7	4	2	1	15	2	7	0	10	6	2	27	5	8	29	2	36	37	0	5	0	54
17	20	7	25	3	44	6	17	17	131	1	59	112	1	13	72	33	37	36	19	18	31	15	28	18	7	76	17	20	84	68
12	120	0	106	17	54	130	52	2	98	47	75	41	100	105	64	77	84	112	2	138	17	38	237	132	556	308	4	175	64	12
8	56	3	0	5	35	26	6	12	2	83	117	97	49	1	150	330	19	134	89	16	44	26	15	248	25	116	23	19	27	13
244	686	88	513	173	72	178	38	28	199	8	671	11	64	123	95	1875	258	467	74	189	252	119	6	413	1247	217	58	290	681	47
2	34	28	92	5	30	5	27	11	1	6	80	4	132	90	85	130	80	21	100	39	78	40	32	78	140	171	7	36	104	59
197	5653	1079	1366	2722	1429	1439	1055	185	6985	1636	1438	594	3538	104	7121	12644	412	2190	1232	1139	3470	2134	3618	628	2768	1132	873	3386	7734	2788
954	286	7826	920	1073	914	372	775	600	415	243	1500	1019	389	932	130	3140	698	1562	1193	411	185	1366	57	2653	880	624	274	770	333	172
39	11	62	554	2161	78	191	34	251	771	958	43	373	254	144	393	2648	131	103	109	111	45	594	536	2633	912	850	195	183	1081	26
42	23	248	257	127	35	297	6	193	82	105	315	334	14	39	129	126	151	125	292	29	240	58	113	1154	372	990	375	54	60	172
3	468	801	972	719	120	246	68	613	2048	225	1613	192	878	326	1701	952	24	209	1215	555	245	884	841	465	1154	39	576	1443	512	24
6	39	14	11	1	19	1	5	0	20	37	110	35	0	8	16	103	4	32	12	82	25	214	13	102	67	28	21	0	18	97
11	263	4	133	8	197	509	209	49	131	237	29	152	93	46	75	323	12	91	62	41	36	110	71	212	52	64	166	37	16	27
61	1	36	93	157	7	106	34	1	8	35	18	92	26	43	57	23	8	9	51	0	16	96	2	0	2	31	23	18	29	49
19	47	36	36	13	37	561	170	20	14	328	57	582	70	53	189	236	92	97	93	91	85	217	107	53	147	511	83	131	208	70
1504	2014	1212	2701	1970	520	993	3034	398	12712	1717	172	1393	3302	521	972	17668	350	281	5081	469	453	156	3291	600	3167	774	1098	268	229	1910
6	126	50	269	37	24	14	5	15	29	64	65	4	41	23	20	68	34	111	16	35	12	29	30	38	8	1	6	37	4	9
0	40	4	25	1	0	50	0	6	1	4	7	9	7	10	12	2	4	15	2	1	22	4	29	41	5	9	5	9	41	13
7	288	10	15	124	0	37	36	121	62	101	48	114	70	154	108	53	497	158	55	30	177	31	17	1	35	68	96	49	430	22
4	53	0	32	198	43	1	68	14	303	72	102	14	95	41	212	443	137	22	195	60	26	144	14	16	76	231	0	51	124	27
2	12	277	68	122	51	80	1	50	53	120	57	23	137	14	226	276	134	23	39	29	103	49	72	24	35	151	5	25	45	80
150	1773	3422	1784	794	4353	838	188	109	77	1149	224	360	100	861	2857	3916	227	522	938	704	427	30	106	1342	761	6443	809	229	856	769
19	82	42	2	47	0	54	37	37	41	22	29	91	7	1	134	72	34	27	21	31	36	46	13	5	12	222	37	41	3	42
27	47	48	10	53	2	67	5	68	60	18	3	22	0	1	30	3	25	66	83	3	29	37	0	1	36	19	31	2	14	20
14	22	0	8	2	14	0	13	2	8	37	3	21	2	2	5	59	11	3	14	0	9	10	3	16	20	7	7	12	0	4
3	0	29	0	13	12	2	1	39	2	18	28	1	0	3	11	5	1	2	7	21	12	2	7	8	2	7	0	25	2	2
1	33	140	73	25	9	124	107	27	22	152	14	65	105	4	71	247	22	71	64	70	68	124	152	4	202	171	13	1	232	84
395	848	395	102	202	278	50	0	4	228	472	192	95	98	80	270	730	0	150	22	414	52	189	116	730	204	291	74	282	49	48
1094	4062	4416	8123	2332	2842	2957	4212	1630	261	6123	30	613	10470	353	1946	2783	4230	2007	6532	39	1560	2600	652	1848	2018	9974	4020	77	12441	872
0	186	542	26	333	261	73	17	62	121	214	134	431	499	72	279	1357	70	47	54	119	34	42	95	231	187	421	346	157	140	13
1590	3363	1522	941	1876	20	743	110	208	2559	1530	2084	587	340	1738	1659	5413	107	691	4367	178	1439	85	799	3894	1226	3227	599	5	622	49
11	117	118	69	45	76	131	19	10	97	46	96	2	46	63	67	405	18	28	30	67	48	17	17	8	27	92	44	5	40	1
233	4150	926	2085	338	103	462	295	263	506	2396	157	304	32	283	866	673	3074	550	2009	228	263	217	738	1137	2793	417	41	1834	402	436
13	128	136	31	425	127	84	114	123	242	195	202	442	112	9	150	375	95	18	121	49	266	33	235	185	9	177	25	26	77	54
81	67	55	572	200	79	132	149	170	98	278	16	372	49	169	474	118	404	68	180	98	238	25	586	732	1562	192	39	910	53	516
435	324	512	2031	144	3	21	217	18	468	1197	205	225	1020	95	129	2469	138	208	672	413	467	137	60	55	180	66	82	450	119	22
493	1533	421	733	361	128	878	57	314	2770	1851	2044	19	430	796	377	1206	1166	394	297	979	187	353	2351	293	871	374	182	146	5	499
95	175	218	17	162	24	161	28	129	135	7	28	408	111	19	211	24	431	110	91	135	777	333	291	44	82	220	481	43	206	211
704	827	470	488	706	138	1313	668	297	325	89	561	198	888	64	358	551	133	1027	419	82	89	247	333	406	1281	3064	125	709	456	49
67	268	184	63	1	6	9	38	101	241	1401	62	69	301	303	746	496	83	120	364	4	2	99	207	37	509	351	59	218	128	29
124	117	135	65	81	37	35	0	126	28	223	160	84	48	78	615	450	128	6	156	281	212	117	5	301	627	52	34	67	50	840
1434	886	2037	1476	524	280	339	163	797	171	2475	504	2740	1863	3529	855	752	1792	3958	232	1542	3401	4965	39	1529	811	639	412	1524	343	727
662	379	356	1367	4274	685	6575	22	915	3985	4323	2490	354	1325	2985	245	722	473	637	480	541	73	357	2272	914	2823	1505	972	687	1424	551
457	86	323	348	47	158	228	270	95	337	81	101	55	180	291	346	1213	63	317	61	154	69	39	110	29	323	100	0	1	1285	116
1	13	1	0	17	1	3	0	12	0	4	11	1	1	6	40	119	0	0	7	1	0	14	13	1	10	0	9	2	9	3
194	221	284	795	407	118	64	241	766	332	565	488	117	78	1126	1140	4797	812	300	286	124	173	102	130	171	48	1781	315	125	179	234
15	552	320	152	378	55	235	83	98	216	68	18	137	343	4	184	706	11	112	29	21	157	108	26	45	153	547	81	117	13	2
14	83	250	3	278	209	198	521	154	13	122	18	0	66	37	55	127	39	52	91	46	114	72	104	6	20	350	75	75	182	29
0	200	27	24	162	14	58	98	193	39	222	17	67	242	47	6	16	10	111	55	3	80	111	47	143	105	50	1	23	52	4
105	3689	2067	12099	2676	301	7406	952	223	1225	3034	7963	3121	5070	2520	3314	1163	4716	2082	6723	665	2640	4123	976	2298	15927	2304	425	449	8291	15259
107	50388	69	477	5585	17227	684	28191	9868	4214	8520	1218	8758	1781	5375	44	1204	1337	914	2442	3024	1406	2423	3548	6502	2677	12528	847	4914	5688	2252
576	24	1361	6131	751	1220	1735	360	981	1045	1001	327	117	924	1255	1775	5233	257	55	204	520	1912	65	3216	43	371	2787	121	208	674	1691
42	18	28	56	92	80	345	286	30	95	42	75	124	48	32	6	1001	179	139	325	82	12	177	3	337	545	177	415	380	31	242
0	95	308	11	19	107	2	79	24	418	100	120	10	2	25	105	48	27	49	11	110	76	143	46	0	403	22	55	48	366	39
10	1	14	14	12	9	4	35	61	17	57	11	20	36	2	68	48	4	16	16	6	4	2	8	15	20	5	2	9	7	5
13	23	36	26	5	7	26	12	1	18	14	92	5	16	71	234	23	2	15	4	6	44	41	3	25	8	116	16	11	81	19
3	2787	1238	159	1801	833	464	704	94	2024	207	1413	74	352	103	645	780	10	68	438	1907	203	31	113	580	469	530	43	2	1180	110
495	3094	3823	2447	1562	271	3723	163	342	3275	52	548	1916	655	6586	934	2423	765	51	2831	1169	1210	2764	3996	1848	8730	585	822	9401	488	552
140	89	419	226	100	49	769	217	515	537	732	158	1107	428	551	1971	1457	212	300	251	147	202	202	332	348	4	110	16	117	163	844
95	29	1	15	51	144	141	689	180	101	786	22	71	77	124	62	750	82	367	455	440	417	284	55	178	43	250	75	65	108	14
137	1228	1048	491	147	49	54	703	66	483	88	32	251	280	441	555	1413	82	496	109	216	420	133	403	104	473	2108	108	210	669	433
47	70	152	100	235	89	301	90	3	117	65	269	82	54	149	243	134	64	510	60	55	5	108	89	116	1	422	218	157	315	275
53	19	15	10	60	18	50	74	5	478	15	11	70	29	3	64	463	2	8	0	86	29	21	11	61	25	296	105	23	127	30
1522	7703	9895	3835	2040	3817	4176	1748	7211	2817	229	51	729	6054	670	4355	433	9005	2699	1558	8672	8462	2114	3251	311	1417	5707	1178	3862	5694	2957
464	23	2191	490	1351	72	1777	3	431	509	427	1197	243	73	90	201	896	81	158	1357	305	1	34	117	61	215	2248	684	91	38	167
367	1434	239	122	284	537	722	1061	35	1358	70	383	387	557	71	487	1673	223	1837	685	806	736	393	348	565	1327	1941	292	359	1297	5
133	0	4	112	1	21	21	143	163	67	248	35	69	284	56	73	155	48	169	91	0	82	20	18	8	197	463	8	72	25	58
2	86	2538	5	454	32	86	63	351	78	45	889	406	530	217	259	359	898	636	105	297	146	187	170	80	125	2852	236	287	542	126
192	1471	4891	1571	258	1064	1592	750	787	1292	1879	81	2103	611	139	8211	4430	360	1958	294	332	2088	227	1450	396	989	1139	2658	136	2384	340
1597	2002	1299	5167	12946	959	1395	3362	6071	1345	3534	713	2285	20621	243	6486	18121	2897	5231	581	422	186	8523	1583	3361	9311	12786	2238	6202	5837	921
108	517	562	56	451	197	3066	234	188	282	1417	488	283	2945	633	612	5848	189	990	1851	179	74	16	695	2368	752	5931	133	782	370	1580
58	2407	1482	457	2314	56	779	122	54	770	2621	1632	1385	307	268	27	1900	520	192	390	76	517	810	403	748	1634	803	2387	166	3970	1055
55	545	1063	384	1223	335	765	50	80	2784	1056	1222	515	336	2105	132	727	483	477	36	1674	168	1088	411	21	605	1032	660	122	582	272
11	2087	422	249	57	162	305	81	81	654	38	10	18	54	211	46	94	220	15	271	227	45	108	150	49	99	637	54	121	29	36
243	4019	5463	3458	4995	2	2961	2676	513	414	1484	533	4473	2285	2902	4722	1038	4546	1193	1860	18	3599	939	234	2051	7866	6566	272	554	1388	3619
8	87	3	8	29	17	14	83	5	10	13	8	1	38	48	40	762	45	38	77	5	64	164	14	61	60	92	6	2	27	1
49	204	1609	121	364	23	203	281	70	141	135	201	66	96	116	276	768	192	186	227	129	26	315	935	354	98	459	291	130	2	208
